date,price,address,street,locality,settlement,postcode,postcode_district,category,property_type,new_build,tenure,district,settlement_zone,in_search_geography,residential_comparable,exclusion_reason,txn_id,url
2015-08-14,745000,"THE LODGE, GADDESBY LANE, ASHBY FOLVILLE, MELTON MOWBRAY, LE14 2TG",GADDESBY LANE,ASHBY FOLVILLE,ASHBY FOLVILLE,LE14 2TG,LE14,B,Detached,no,freehold,MELTON,high_leicestershire,yes,no,category_B_not_full_market_value,2D1E4B27-1E5A-FCD1-E050-A8C0630544EC,http://landregistry.data.gov.uk/data/ppi/transaction/2D1E4B27-1E5A-FCD1-E050-A8C0630544EC/current
2015-08-14,745000,"THE LODGE, GADDESBY LANE, ASHBY FOLVILLE, MELTON MOWBRAY, LE14 2TG",GADDESBY LANE,ASHBY FOLVILLE,ASHBY FOLVILLE,LE14 2TG,LE14,B,Other,no,freehold,MELTON,high_leicestershire,yes,no,category_B_not_full_market_value; non_residential_type_O; duplicate_record,21E5FEB7-B331-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB7-B331-2439-E050-A8C06205342E/current
2015-11-20,1180000,"ASHBY PASTURES, PASTURE LANE, ASHBY FOLVILLE, MELTON MOWBRAY, LE14 2TT",PASTURE LANE,ASHBY FOLVILLE,ASHBY FOLVILLE,LE14 2TT,LE14,A,Detached,no,freehold,MELTON,high_leicestershire,yes,yes,,25EA59F9-E9D3-4D50-E050-A8C0630562D0,http://landregistry.data.gov.uk/data/ppi/transaction/25EA59F9-E9D3-4D50-E050-A8C0630562D0/current
2017-09-01,665000,"25, FOLVILLE STREET, ASHBY FOLVILLE, MELTON MOWBRAY, LE14 2TE",FOLVILLE STREET,ASHBY FOLVILLE,ASHBY FOLVILLE,LE14 2TE,LE14,A,Detached,no,freehold,MELTON,high_leicestershire,yes,yes,,5A9D8B55-5A46-68EB-E053-6B04A8C0D293,http://landregistry.data.gov.uk/data/ppi/transaction/5A9D8B55-5A46-68EB-E053-6B04A8C0D293/current
2018-09-07,740000,"THE LODGE, GADDESBY LANE, ASHBY FOLVILLE, MELTON MOWBRAY, LE14 2TG",GADDESBY LANE,ASHBY FOLVILLE,ASHBY FOLVILLE,LE14 2TG,LE14,A,Detached,no,freehold,MELTON,high_leicestershire,yes,yes,,773788C2-D7B9-2CE4-E053-6C04A8C05E57,http://landregistry.data.gov.uk/data/ppi/transaction/773788C2-D7B9-2CE4-E053-6C04A8C05E57/current
2023-07-12,790000,"SPRINGFIELD KENNELS, GADDESBY LANE, ASHBY FOLVILLE, MELTON MOWBRAY, LE14 2TG",GADDESBY LANE,ASHBY FOLVILLE,ASHBY FOLVILLE,LE14 2TG,LE14,B,Other,no,freehold,MELTON,high_leicestershire,yes,no,category_B_not_full_market_value; non_residential_type_O,045A1899-5B76-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1899-5B76-9A24-E063-4804A8C048EA/current
2023-09-15,845000,"25, FOLVILLE STREET, ASHBY FOLVILLE, MELTON MOWBRAY, LE14 2TE",FOLVILLE STREET,ASHBY FOLVILLE,ASHBY FOLVILLE,LE14 2TE,LE14,A,Detached,no,freehold,MELTON,high_leicestershire,yes,yes,,0B853950-1D05-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-1D05-69A5-E063-4704A8C07DAC/current
2025-12-18,920000,"STABLE COTTAGE, PASTURE LANE, ASHBY FOLVILLE, MELTON MOWBRAY, LE14 2TT",PASTURE LANE,ASHBY FOLVILLE,ASHBY FOLVILLE,LE14 2TT,LE14,B,Detached,no,freehold,MELTON,high_leicestershire,yes,no,category_B_not_full_market_value,559C5AD5-EBEF-AFE3-E063-4804A8C004A4,http://landregistry.data.gov.uk/data/ppi/transaction/559C5AD5-EBEF-AFE3-E063-4804A8C004A4/current
2016-11-04,590000,"5, JERICHO LANE, BARKESTONE, NOTTINGHAM, NG13 0HF",JERICHO LANE,BARKESTONE,BARKESTONE,NG13 0HF,NG13,A,Semi-detached,no,freehold,MELTON,belvoir_vale,yes,yes,,42A5A709-65C7-56E8-E050-A8C06205331E,http://landregistry.data.gov.uk/data/ppi/transaction/42A5A709-65C7-56E8-E050-A8C06205331E/current
2022-04-21,1224500,"10, FISHPOND LANE, BARKESTONE, NOTTINGHAM, NG13 0HG",FISHPOND LANE,BARKESTONE,BARKESTONE,NG13 0HG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,E2D14905-AF3D-4C2D-E053-6B04A8C0422B,http://landregistry.data.gov.uk/data/ppi/transaction/E2D14905-AF3D-4C2D-E053-6B04A8C0422B/current
2024-07-11,625000,"2, CHAPEL STREET, BARKESTONE, NOTTINGHAM, NG13 0HE",CHAPEL STREET,BARKESTONE,BARKESTONE,NG13 0HE,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,2131FCF6-31DD-86E8-E063-4804A8C0372B,http://landregistry.data.gov.uk/data/ppi/transaction/2131FCF6-31DD-86E8-E063-4804A8C0372B/current
2025-06-12,760000,"1, NEW CAUSEWAY, BARKESTONE, NOTTINGHAM, NG13 0HA",NEW CAUSEWAY,BARKESTONE,BARKESTONE,NG13 0HA,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,38EDC0C3-111F-0F63-E063-4704A8C00424,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-111F-0F63-E063-4704A8C00424/current
2023-12-15,560000,"THE PADDOCKS, 21, THE GREEN, BARKESTONE LE VALE, NOTTINGHAM, NG13 0HH",THE GREEN,BARKESTONE LE VALE,BARKESTONE LE VALE,NG13 0HH,NG13,B,Other,no,freehold,MELTON,belvoir_vale,yes,no,category_B_not_full_market_value; non_residential_type_O,31C68072-F7F5-FEE3-E063-4804A8C04F37,http://landregistry.data.gov.uk/data/ppi/transaction/31C68072-F7F5-FEE3-E063-4804A8C04F37/current
2015-09-09,609000,"BROCKS COTTAGE, 13, MAIN STREET, BARSBY, LEICESTER, LE7 4RH",MAIN STREET,BARSBY,BARSBY,LE7 4RH,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,23B6165E-850F-FCF4-E050-A8C0620577FA,http://landregistry.data.gov.uk/data/ppi/transaction/23B6165E-850F-FCF4-E050-A8C0620577FA/current
2018-08-29,673000,"THE CROXTON, 15A, BAGGRAVE END, BARSBY, LEICESTER, LE7 4RB",BAGGRAVE END,BARSBY,BARSBY,LE7 4RB,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,773788C2-D63D-2CE4-E053-6C04A8C05E57,http://landregistry.data.gov.uk/data/ppi/transaction/773788C2-D63D-2CE4-E053-6C04A8C05E57/current
2019-02-28,567500,"18, BAGGRAVE END, BARSBY, LEICESTER, LE7 4RB",BAGGRAVE END,BARSBY,BARSBY,LE7 4RB,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,85866A64-EDD3-143F-E053-6B04A8C06A15,http://landregistry.data.gov.uk/data/ppi/transaction/85866A64-EDD3-143F-E053-6B04A8C06A15/current
2019-12-11,575000,"THE COTTAGE, 1, MAIN STREET, BARSBY, LEICESTER, LE7 4RH",MAIN STREET,BARSBY,BARSBY,LE7 4RH,LE7,A,Semi-detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,B32EBB13-AD1A-3C99-E053-6C04A8C09CA1,http://landregistry.data.gov.uk/data/ppi/transaction/B32EBB13-AD1A-3C99-E053-6C04A8C09CA1/current
2020-09-09,550000,"21, BAGGRAVE END, BARSBY, LEICESTER, LE7 4RB",BAGGRAVE END,BARSBY,BARSBY,LE7 4RB,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,045A1898-C1AC-9A24-E063-4804A8C048EA,http://landregistry.data.gov.uk/data/ppi/transaction/045A1898-C1AC-9A24-E063-4804A8C048EA/current
2020-10-01,670000,"3, MAIN STREET, BARSBY, LEICESTER, LE7 4RH",MAIN STREET,BARSBY,BARSBY,LE7 4RH,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,B82222ED-01D4-6691-E053-6B04A8C02FB2,http://landregistry.data.gov.uk/data/ppi/transaction/B82222ED-01D4-6691-E053-6B04A8C02FB2/current
2020-10-09,740000,"BROCKS COTTAGE, 13, MAIN STREET, BARSBY, LEICESTER, LE7 4RH",MAIN STREET,BARSBY,BARSBY,LE7 4RH,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,B5755FFE-271D-7D01-E053-6C04A8C036B6,http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFE-271D-7D01-E053-6C04A8C036B6/current
2021-10-15,610000,"1, BAGGRAVE END, BARSBY, LEICESTER, LE7 4RB",BAGGRAVE END,BARSBY,BARSBY,LE7 4RB,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,F16F63C5-D616-0491-E053-6C04A8C032ED,http://landregistry.data.gov.uk/data/ppi/transaction/F16F63C5-D616-0491-E053-6C04A8C032ED/current
2023-08-21,740000,"THE BUNGALOW, SOUTH CROXTON ROAD, BARSBY, LEICESTER, LE7 4RD",SOUTH CROXTON ROAD,BARSBY,BARSBY,LE7 4RD,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,2ACACE8D-005E-295E-E063-4804A8C0B0EB,http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-005E-295E-E063-4804A8C0B0EB/current
2024-11-22,675000,"THE COTTAGE, 1, MAIN STREET, BARSBY, LEICESTER, LE7 4RH",MAIN STREET,BARSBY,BARSBY,LE7 4RH,LE7,A,Semi-detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,34222872-7CB5-4D2B-E063-4704A8C07853,http://landregistry.data.gov.uk/data/ppi/transaction/34222872-7CB5-4D2B-E063-4704A8C07853/current
2025-01-20,1300000,"ORCHARD HOUSE, CHURCH LANE, BARSBY, LEICESTER, LE7 4RF",CHURCH LANE,BARSBY,BARSBY,LE7 4RF,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,38EDC0C3-1097-0F63-E063-4704A8C00424,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1097-0F63-E063-4704A8C00424/current
2025-05-30,570000,"LAUREL BANK, BAGGRAVE END, BARSBY, LEICESTER, LE7 4RB",BAGGRAVE END,BARSBY,BARSBY,LE7 4RB,LE7,A,Detached,no,freehold,MELTON,leicester_fringe_out,no,yes,,38EDC0C3-1091-0F63-E063-4704A8C00424,http://landregistry.data.gov.uk/data/ppi/transaction/38EDC0C3-1091-0F63-E063-4704A8C00424/current
2015-02-20,1362800,"63, STATION ROAD, BOTTESFORD, NOTTINGHAM, NG13 0EN",STATION ROAD,BOTTESFORD,BOTTESFORD,NG13 0EN,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,FD21AFFA-2D88-43B1-BBF6-8A74770CE21B,http://landregistry.data.gov.uk/data/ppi/transaction/FD21AFFA-2D88-43B1-BBF6-8A74770CE21B/current
2015-10-01,725000,"CHURCH FARM, 11, CHURCH LANE, BOTTESFORD, NOTTINGHAM, NG13 0EJ",CHURCH LANE,BOTTESFORD,BOTTESFORD,NG13 0EJ,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,23B6165E-83D4-FCF4-E050-A8C0620577FA,http://landregistry.data.gov.uk/data/ppi/transaction/23B6165E-83D4-FCF4-E050-A8C0620577FA/current
2016-10-21,887500,"GREENFIELD, 6, BELVOIR ROAD, BOTTESFORD, NOTTINGHAM, NG13 0BG",BELVOIR ROAD,BOTTESFORD,BOTTESFORD,NG13 0BG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,42A5A709-64E1-56E8-E050-A8C06205331E,http://landregistry.data.gov.uk/data/ppi/transaction/42A5A709-64E1-56E8-E050-A8C06205331E/current
2017-08-21,620000,"6, DEVON LANE, BOTTESFORD, NOTTINGHAM, NG13 0BZ",DEVON LANE,BOTTESFORD,BOTTESFORD,NG13 0BZ,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,5A9D8B55-5A14-68EB-E053-6B04A8C0D293,http://landregistry.data.gov.uk/data/ppi/transaction/5A9D8B55-5A14-68EB-E053-6B04A8C0D293/current
2017-10-31,865000,"THE MILL HOUSE, 1, EASTHORPE ROAD, BOTTESFORD, NOTTINGHAM, NG13 0DS",EASTHORPE ROAD,BOTTESFORD,BOTTESFORD,NG13 0DS,NG13,B,Other,no,freehold,MELTON,belvoir_vale,yes,no,category_B_not_full_market_value; non_residential_type_O,61D8894E-A3DD-3DE6-E053-6C04A8C01207,http://landregistry.data.gov.uk/data/ppi/transaction/61D8894E-A3DD-3DE6-E053-6C04A8C01207/current
2018-12-03,850000,"91A, GRANTHAM ROAD, BOTTESFORD, NOTTINGHAM, NG13 0EG",GRANTHAM ROAD,BOTTESFORD,BOTTESFORD,NG13 0EG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,7E86B6FB-0313-458C-E053-6B04A8C0C84C,http://landregistry.data.gov.uk/data/ppi/transaction/7E86B6FB-0313-458C-E053-6B04A8C0C84C/current
2018-12-17,680000,"IVY HOUSE, DEVON LANE, BOTTESFORD, NOTTINGHAM, NG13 0BZ",DEVON LANE,BOTTESFORD,BOTTESFORD,NG13 0BZ,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,80E1AA98-4E53-7BF8-E053-6C04A8C00BF2,http://landregistry.data.gov.uk/data/ppi/transaction/80E1AA98-4E53-7BF8-E053-6C04A8C00BF2/current
2019-03-14,615000,"5, OLD STATION YARD, BOTTESFORD, NOTTINGHAM, NG13 0GT",OLD STATION YARD,BOTTESFORD,BOTTESFORD,NG13 0GT,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,85866A64-EE6E-143F-E053-6B04A8C06A15,http://landregistry.data.gov.uk/data/ppi/transaction/85866A64-EE6E-143F-E053-6B04A8C06A15/current
2019-03-29,4784967,"19, CHALLANDS DRIVE, BOTTESFORD, NOTTINGHAM, NG13 0EZ",CHALLANDS DRIVE,BOTTESFORD,BOTTESFORD,NG13 0EZ,NG13,B,Other,no,freehold,MELTON,belvoir_vale,yes,no,category_B_not_full_market_value; non_residential_type_O,B32EBB14-2FE2-3C99-E053-6C04A8C09CA1,http://landregistry.data.gov.uk/data/ppi/transaction/B32EBB14-2FE2-3C99-E053-6C04A8C09CA1/current
2020-12-02,1100000,"ACACIA HOUSE, 2, MARKET STREET, BOTTESFORD, NOTTINGHAM, NG13 0BW",MARKET STREET,BOTTESFORD,BOTTESFORD,NG13 0BW,NG13,A,Semi-detached,no,freehold,MELTON,belvoir_vale,yes,yes,,BC8936BB-B6D4-0E2C-E053-6C04A8C0DBF4,http://landregistry.data.gov.uk/data/ppi/transaction/BC8936BB-B6D4-0E2C-E053-6C04A8C0DBF4/current
2021-03-02,700000,"42, BELVOIR ROAD, BOTTESFORD, NOTTINGHAM, NG13 0BG",BELVOIR ROAD,BOTTESFORD,BOTTESFORD,NG13 0BG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,C3C3F9B5-F8E8-362B-E053-6B04A8C03ACC,http://landregistry.data.gov.uk/data/ppi/transaction/C3C3F9B5-F8E8-362B-E053-6B04A8C03ACC/current
2021-03-29,600000,"PLOT 3, 72, GRANTHAM ROAD, BOTTESFORD, NOTTINGHAM, NG13 0EG",GRANTHAM ROAD,BOTTESFORD,BOTTESFORD,NG13 0EG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,C8A3A576-5B93-0425-E053-6C04A8C0947B,http://landregistry.data.gov.uk/data/ppi/transaction/C8A3A576-5B93-0425-E053-6C04A8C0947B/current
2021-03-29,600000,"PML HANGAR 10, NORMANTON LANE, BOTTESFORD, NOTTINGHAM, NG13 0EL",NORMANTON LANE,BOTTESFORD,BOTTESFORD,NG13 0EL,NG13,B,Other,no,freehold,MELTON,belvoir_vale,yes,no,category_B_not_full_market_value; non_residential_type_O,F87E72F9-E215-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-E215-176C-E053-6B04A8C0D2BE/current
2021-06-29,895000,"53, STATION ROAD, BOTTESFORD, NOTTINGHAM, NG13 0EN",STATION ROAD,BOTTESFORD,BOTTESFORD,NG13 0EN,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,no,portfolio_same_price_same_date,F5E8B081-7763-3A13-E053-6C04A8C060B7,http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B081-7763-3A13-E053-6C04A8C060B7/current
2021-09-16,800000,"74, GRANTHAM ROAD, BOTTESFORD, NOTTINGHAM, NG13 0EG",GRANTHAM ROAD,BOTTESFORD,BOTTESFORD,NG13 0EG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,CFC9085C-C747-9A70-E053-6B04A8C09D6A,http://landregistry.data.gov.uk/data/ppi/transaction/CFC9085C-C747-9A70-E053-6B04A8C09D6A/current
2021-10-29,603022,"16, FREDA LANE, BOTTESFORD, NOTTINGHAM, NG13 0HZ",FREDA LANE,BOTTESFORD,BOTTESFORD,NG13 0HZ,NG13,B,Other,yes,freehold,MELTON,belvoir_vale,yes,no,category_B_not_full_market_value; non_residential_type_O,F3B6C199-3DAA-6E40-E053-6C04A8C0B3B4,http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C199-3DAA-6E40-E053-6C04A8C0B3B4/current
2022-04-26,692850,"11, CALCRAFT DRIVE, BOTTESFORD, NOTTINGHAM, NG13 0HY",CALCRAFT DRIVE,BOTTESFORD,BOTTESFORD,NG13 0HY,NG13,B,Other,yes,freehold,MELTON,belvoir_vale,yes,no,category_B_not_full_market_value; non_residential_type_O,402A3A66-C902-A7DF-E063-4804A8C0B80D,http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-C902-A7DF-E063-4804A8C0B80D/current
2022-04-28,700000,"BELVOIR COURT, 2A, BELVOIR ROAD, BOTTESFORD, NOTTINGHAM, NG13 0JB",BELVOIR ROAD,BOTTESFORD,BOTTESFORD,NG13 0JB,NG13,B,Other,no,freehold,MELTON,belvoir_vale,yes,no,category_B_not_full_market_value; non_residential_type_O,EC7AD09A-A57C-9200-E053-6C04A8C0E306,http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD09A-A57C-9200-E053-6C04A8C0E306/current
2022-05-06,825000,"72A, GRANTHAM ROAD, BOTTESFORD, NOTTINGHAM, NG13 0EG",GRANTHAM ROAD,BOTTESFORD,BOTTESFORD,NG13 0EG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,EA3278AA-2456-2676-E053-6B04A8C015F8,http://landregistry.data.gov.uk/data/ppi/transaction/EA3278AA-2456-2676-E053-6B04A8C015F8/current
2022-08-05,582500,"3, BELVOIR ROAD, BOTTESFORD, NOTTINGHAM, NG13 0BG",BELVOIR ROAD,BOTTESFORD,BOTTESFORD,NG13 0BG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,EED73E75-CC6A-6AF3-E053-6C04A8C08ABA,http://landregistry.data.gov.uk/data/ppi/transaction/EED73E75-CC6A-6AF3-E053-6C04A8C08ABA/current
2022-09-02,590000,"6, RUTLAND LANE, BOTTESFORD, NOTTINGHAM, NG13 0DG",RUTLAND LANE,BOTTESFORD,BOTTESFORD,NG13 0DG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,EC7AD099-DEF5-9200-E053-6C04A8C0E306,http://landregistry.data.gov.uk/data/ppi/transaction/EC7AD099-DEF5-9200-E053-6C04A8C0E306/current
2022-10-28,825000,"BOTTESFORD HOUSE, 91, GRANTHAM ROAD, BOTTESFORD, NOTTINGHAM, NG13 0EG",GRANTHAM ROAD,BOTTESFORD,BOTTESFORD,NG13 0EG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,EED73E75-CD1A-6AF3-E053-6C04A8C08ABA,http://landregistry.data.gov.uk/data/ppi/transaction/EED73E75-CD1A-6AF3-E053-6C04A8C08ABA/current
2022-11-11,668000,"30, HIGH STREET, BOTTESFORD, NOTTINGHAM, NG13 0AA",HIGH STREET,BOTTESFORD,BOTTESFORD,NG13 0AA,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,F5E8B081-74DE-3A13-E053-6C04A8C060B7,http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B081-74DE-3A13-E053-6C04A8C060B7/current
2022-11-25,599000,"19, FREDA LANE, BOTTESFORD, NOTTINGHAM, NG13 0HZ",FREDA LANE,BOTTESFORD,BOTTESFORD,NG13 0HZ,NG13,A,Detached,yes,freehold,MELTON,belvoir_vale,yes,yes,,152AB733-EF2E-E651-E063-4704A8C061D9,http://landregistry.data.gov.uk/data/ppi/transaction/152AB733-EF2E-E651-E063-4704A8C061D9/current
2023-01-20,615000,"24, CALCRAFT DRIVE, BOTTESFORD, NOTTINGHAM, NG13 0HY",CALCRAFT DRIVE,BOTTESFORD,BOTTESFORD,NG13 0HY,NG13,A,Detached,yes,freehold,MELTON,belvoir_vale,yes,yes,,25E9DA81-0B9F-555E-E063-4704A8C066F2,http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA81-0B9F-555E-E063-4704A8C066F2/current
2023-02-24,575000,"21, FREDA LANE, BOTTESFORD, NOTTINGHAM, NG13 0HZ",FREDA LANE,BOTTESFORD,BOTTESFORD,NG13 0HZ,NG13,A,Detached,yes,freehold,MELTON,belvoir_vale,yes,yes,,1061746E-2964-3C34-E063-4804A8C0F9E7,http://landregistry.data.gov.uk/data/ppi/transaction/1061746E-2964-3C34-E063-4804A8C0F9E7/current
2023-04-14,550000,"22, CALCRAFT DRIVE, BOTTESFORD, NOTTINGHAM, NG13 0HY",CALCRAFT DRIVE,BOTTESFORD,BOTTESFORD,NG13 0HY,NG13,A,Detached,yes,freehold,MELTON,belvoir_vale,yes,yes,,237B17FE-2AD7-22AC-E063-4804A8C0EA3A,http://landregistry.data.gov.uk/data/ppi/transaction/237B17FE-2AD7-22AC-E063-4804A8C0EA3A/current
2024-05-24,670000,"5, GRANTHAM ROAD, BOTTESFORD, NOTTINGHAM, NG13 0DF",GRANTHAM ROAD,BOTTESFORD,BOTTESFORD,NG13 0DF,NG13,A,Semi-detached,no,freehold,MELTON,belvoir_vale,yes,yes,,1EAE3DF6-B5F7-9EB1-E063-4704A8C09D02,http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-B5F7-9EB1-E063-4704A8C09D02/current
2024-05-29,890000,"THE MILL HOUSE, 1, EASTHORPE ROAD, BOTTESFORD, NOTTINGHAM, NG13 0DS",EASTHORPE ROAD,BOTTESFORD,BOTTESFORD,NG13 0DS,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,25E9DA81-0A22-555E-E063-4704A8C066F2,http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA81-0A22-555E-E063-4704A8C066F2/current
2024-09-19,580000,"3, GRANTHAM ROAD, BOTTESFORD, NOTTINGHAM, NG13 0DF",GRANTHAM ROAD,BOTTESFORD,BOTTESFORD,NG13 0DF,NG13,A,Semi-detached,yes,freehold,MELTON,belvoir_vale,yes,yes,,402A3A66-117C-A7DF-E063-4804A8C0B80D,http://landregistry.data.gov.uk/data/ppi/transaction/402A3A66-117C-A7DF-E063-4804A8C0B80D/current
2025-03-31,800000,"14, RUTLAND LANE, BOTTESFORD, NOTTINGHAM, NG13 0DG",RUTLAND LANE,BOTTESFORD,BOTTESFORD,NG13 0DG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,3DCCB7CA-1CC6-5B9D-E063-4704A8C0331E,http://landregistry.data.gov.uk/data/ppi/transaction/3DCCB7CA-1CC6-5B9D-E063-4704A8C0331E/current
2025-07-11,1000000,"IVY HOUSE, DEVON LANE, BOTTESFORD, NOTTINGHAM, NG13 0BZ",DEVON LANE,BOTTESFORD,BOTTESFORD,NG13 0BZ,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,4777E0AE-E192-5D59-E063-4804A8C09F8E,http://landregistry.data.gov.uk/data/ppi/transaction/4777E0AE-E192-5D59-E063-4804A8C09F8E/current
2025-10-31,610000,"93, GRANTHAM ROAD, BOTTESFORD, NOTTINGHAM, NG13 0EG",GRANTHAM ROAD,BOTTESFORD,BOTTESFORD,NG13 0EG,NG13,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,44F406B6-991C-1095-E063-4704A8C048D4,http://landregistry.data.gov.uk/data/ppi/transaction/44F406B6-991C-1095-E063-4704A8C048D4/current
2012-04-18,640000,"5A, THE ROCK, BRANSTON, GRANTHAM, NG32 1RX",THE ROCK,BRANSTON,BRANSTON,NG32 1RX,NG32,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,B02A2C58-9A7E-486B-B0FF-C62005467E41,http://landregistry.data.gov.uk/data/ppi/transaction/B02A2C58-9A7E-486B-B0FF-C62005467E41/current
2013-03-28,621000,"5A, WALTHAM ROAD, BRANSTON, GRANTHAM, NG32 1RY",WALTHAM ROAD,BRANSTON,BRANSTON,NG32 1RY,NG32,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,E692CB79-E6FA-4630-B70E-B7602C2A84E5,http://landregistry.data.gov.uk/data/ppi/transaction/E692CB79-E6FA-4630-B70E-B7602C2A84E5/current
2016-01-05,550000,"18, MAIN STREET, BRANSTON, GRANTHAM, NG32 1RU",MAIN STREET,BRANSTON,BRANSTON,NG32 1RU,NG32,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,50D10B84-2BA2-B8D0-E063-4704A8C08D98,http://landregistry.data.gov.uk/data/ppi/transaction/50D10B84-2BA2-B8D0-E063-4704A8C08D98/current
2016-12-07,550000,"1A, WALTHAM ROAD, BRANSTON, GRANTHAM, NG32 1RY",WALTHAM ROAD,BRANSTON,BRANSTON,NG32 1RY,NG32,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,453D27A3-3B5D-EF91-E050-A8C0630574D7,http://landregistry.data.gov.uk/data/ppi/transaction/453D27A3-3B5D-EF91-E050-A8C0630574D7/current
2018-05-22,825000,"5A, THE ROCK, BRANSTON, GRANTHAM, NG32 1RX",THE ROCK,BRANSTON,BRANSTON,NG32 1RX,NG32,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,726BF13A-F706-0A46-E053-6C04A8C01D0D,http://landregistry.data.gov.uk/data/ppi/transaction/726BF13A-F706-0A46-E053-6C04A8C01D0D/current
2019-04-16,925000,"1A, THE ROCK, BRANSTON, GRANTHAM, NG32 1RX",THE ROCK,BRANSTON,BRANSTON,NG32 1RX,NG32,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,87E1551E-549F-6405-E053-6C04A8C0B2EE,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-549F-6405-E053-6C04A8C0B2EE/current
2020-10-01,775000,"29, MAIN STREET, BRANSTON, GRANTHAM, NG32 1RU",MAIN STREET,BRANSTON,BRANSTON,NG32 1RU,NG32,B,Other,no,freehold,MELTON,belvoir_vale,yes,no,category_B_not_full_market_value; non_residential_type_O,B5755FFE-AB8C-7D01-E053-6C04A8C036B6,http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFE-AB8C-7D01-E053-6C04A8C036B6/current
2021-04-23,775000,"29, MAIN STREET, BRANSTON, GRANTHAM, NG32 1RU",MAIN STREET,BRANSTON,BRANSTON,NG32 1RU,NG32,A,Detached,no,freehold,MELTON,belvoir_vale,yes,yes,,CD5A9DCC-0FD3-310A-E053-6C04A8C00A1F,http://landregistry.data.gov.uk/data/ppi/transaction/CD5A9DCC-0FD3-310A-E053-6C04A8C00A1F/current
